Time,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16
1804,18.0,1.0,2.0,2.0,10.0,0.0,4.0,0.0,9.0,1.0,1.0,0.0,5.0,16.0,5.0,16.0
1805,18.0,1.0,2.0,2.0,10.0,0.0,3.0,0.0,10.0,1.0,1.0,0.0,5.0,16.0,5.0,16.0
1806,19.0,1.0,2.0,1.0,10.0,0.0,3.0,1.0,10.0,1.0,1.0,1.0,4.0,16.0,5.0,16.0
1807,19.0,1.0,0.0,1.0,10.0,0.0,3.0,2.0,10.0,1.0,1.0,1.0,5.0,16.0,5.0,15.0
1808,20.0,1.0,0.0,1.0,11.0,0.0,3.0,3.0,9.0,1.0,1.0,1.0,5.0,15.0,5.0,13.0
1809,19.0,1.0,0.0,1.0,12.0,0.0,3.0,3.0,7.0,0.0,1.0,1.0,6.0,15.0,6.0,13.0
1810,21.0,1.0,0.0,2.0,14.0,0.0,0.0,4.0,7.0,0.0,1.0,1.0,7.0,15.0,6.0,14.0
1811,21.0,1.0,0.0,2.0,15.0,0.0,1.0,4.0,6.0,0.0,1.0,1.0,8.0,15.0,6.0,13.0
1812,20.0,1.0,0.0,2.0,14.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,8.0,15.0,6.0,14.0
1813,21.0,1.0,0.0,2.0,14.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,8.0,15.0,6.0,15.0
1814,20.0,1.0,0.0,3.0,14.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,8.0,15.0,6.0,15.0
1815,20.0,1.0,0.0,3.0,14.0,0.0,1.0,4.0,7.0,0.0,1.0,0.0,8.0,15.0,6.0,14.0
1816,21.0,1.0,0.0,3.0,14.0,0.0,1.0,5.0,8.0,0.0,1.0,1.0,8.0,15.0,6.0,13.0
1817,21.0,1.0,0.0,3.0,14.0,0.0,1.0,5.0,8.0,0.0,1.0,1.0,7.0,14.0,6.0,14.0
1818,21.0,1.0,0.0,3.0,15.0,0.0,1.0,5.0,8.0,0.0,1.0,1.0,7.0,14.0,6.0,14.0
1819,20.0,1.0,0.0,3.0,16.0,0.0,3.0,4.0,8.0,0.0,2.0,1.0,7.0,14.0,6.0,16.0
1820,19.0,1.0,0.0,4.0,17.0,0.0,3.0,4.0,8.0,0.0,2.0,2.0,7.0,14.0,5.0,15.0
1821,20.0,1.0,1.0,4.0,20.0,0.0,2.0,5.0,7.0,0.0,2.0,3.0,7.0,14.0,5.0,14.0
1822,18.0,3.0,0.0,3.0,21.0,0.0,2.0,5.0,8.0,0.0,1.0,4.0,7.0,14.0,5.0,14.0
1823,18.0,3.0,1.0,2.0,21.0,0.0,3.0,4.0,8.0,0.0,2.0,5.0,6.0,13.0,5.0,13.0
1824,19.0,3.0,2.0,2.0,21.0,0.0,3.0,5.0,8.0,0.0,3.0,3.0,6.0,12.0,4.0,13.0
1825,18.0,3.0,2.0,2.0,20.0,0.0,3.0,5.0,8.0,0.0,3.0,2.0,5.0,12.0,4.0,13.0
1826,18.0,4.0,2.0,1.0,18.0,0.0,3.0,4.0,7.0,0.0,3.0,3.0,5.0,12.0,4.0,13.0
1827,18.0,3.0,3.0,1.0,18.0,0.0,3.0,4.0,6.0,0.0,3.0,3.0,6.0,12.0,4.0,12.0
1828,18.0,3.0,3.0,1.0,18.0,0.0,4.0,5.0,5.0,0.0,3.0,3.0,6.0,12.0,4.0,12.0
1829,19.0,3.0,4.0,1.0,17.0,0.0,4.0,6.0,6.0,0.0,3.0,4.0,5.0,11.0,4.0,12.0
1830,19.0,3.0,4.0,1.0,18.0,0.0,3.0,6.0,6.0,0.0,3.0,3.0,5.0,11.0,4.0,12.0
1831,19.0,3.0,4.0,1.0,18.0,0.0,2.0,6.0,6.0,0.0,3.0,3.0,5.0,11.0,4.0,12.0
1832,18.0,3.0,5.0,1.0,17.0,0.0,2.0,5.0,6.0,0.0,3.0,3.0,5.0,11.0,4.0,12.0
1833,17.0,3.0,4.0,1.0,17.0,0.0,2.0,5.0,6.0,0.0,3.0,2.0,5.0,10.0,4.0,12.0
1834,16.0,3.0,4.0,1.0,15.0,0.0,2.0,5.0,6.0,0.0,3.0,1.0,5.0,11.0,4.0,12.0
1835,17.0,4.0,4.0,0.0,15.0,0.0,1.0,5.0,5.0,0.0,3.0,0.0,5.0,11.0,4.0,12.0
1836,17.0,4.0,6.0,0.0,14.0,0.0,1.0,5.0,5.0,0.0,3.0,0.0,4.0,10.0,4.0,13.0
1837,16.0,4.0,6.0,0.0,13.0,0.0,1.0,5.0,7.0,0.0,3.0,0.0,3.0,11.0,4.0,14.0
1838,16.0,4.0,6.0,1.0,11.0,0.0,1.0,5.0,7.0,0.0,2.0,0.0,4.0,11.0,4.0,14.0
1839,14.0,4.0,6.0,1.0,11.0,0.0,1.0,5.0,7.0,0.0,2.0,0.0,4.0,11.0,4.0,14.0
1840,15.0,4.0,6.0,1.0,11.0,0.0,1.0,5.0,9.0,0.0,2.0,0.0,4.0,12.0,4.0,14.0
1841,16.0,4.0,6.0,2.0,11.0,0.0,1.0,5.0,9.0,1.0,2.0,0.0,4.0,12.0,4.0,13.0
1842,15.0,4.0,6.0,2.0,12.0,0.0,1.0,6.0,11.0,1.0,1.0,0.0,4.0,12.0,4.0,13.0
1843,16.0,4.0,6.0,2.0,11.0,0.0,1.0,6.0,11.0,2.0,1.0,0.0,4.0,11.0,4.0,13.0
1844,16.0,4.0,6.0,2.0,12.0,0.0,1.0,6.0,12.0,2.0,1.0,0.0,4.0,11.0,4.0,13.0
1845,16.0,4.0,7.0,2.0,10.0,0.0,0.0,6.0,11.0,2.0,1.0,0.0,4.0,11.0,4.0,14.0
1846,16.0,4.0,7.0,2.0,9.0,0.0,0.0,5.0,10.0,2.0,1.0,0.0,4.0,11.0,4.0,14.0
1847,15.0,3.0,7.0,2.0,8.0,0.0,0.0,4.0,9.0,2.0,1.0,0.0,4.0,11.0,4.0,14.0
1848,16.0,2.0,8.0,2.0,9.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,4.0,11.0,4.0,14.0
1849,16.0,2.0,8.0,2.0,8.0,0.0,0.0,5.0,7.0,2.0,1.0,0.0,4.0,11.0,4.0,14.0
1850,15.0,1.0,8.0,3.0,9.0,0.0,0.0,5.0,6.0,2.0,1.0,0.0,4.0,11.0,2.0,14.0
1851,15.0,1.0,8.0,3.0,8.0,0.0,0.0,5.0,6.0,2.0,1.0,1.0,3.0,11.0,2.0,15.0
1852,15.0,2.0,8.0,3.0,8.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,3.0,11.0,2.0,15.0
1853,15.0,2.0,8.0,3.0,6.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,4.0,11.0,2.0,16.0
1854,15.0,2.0,8.0,3.0,7.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,4.0,11.0,2.0,16.0
1855,15.0,2.0,8.0,3.0,7.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,4.0,11.0,2.0,16.0
1856,14.0,2.0,8.0,3.0,7.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,4.0,11.0,2.0,16.0
1857,14.0,2.0,7.0,2.0,7.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,4.0,11.0,2.0,16.0
1858,15.0,2.0,7.0,2.0,7.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,4.0,11.0,2.0,16.0
1859,15.0,2.0,7.0,2.0,7.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,5.0,11.0,2.0,16.0
1860,15.0,2.0,7.0,2.0,8.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,11.0,2.0,16.0
1861,15.0,2.0,7.0,2.0,8.0,2.0,0.0,1.0,5.0,2.0,0.0,3.0,5.0,11.0,2.0,16.0
1862,15.0,2.0,7.0,2.0,9.0,2.0,0.0,3.0,5.0,2.0,0.0,3.0,5.0,11.0,2.0,16.0
1863,14.0,2.0,7.0,2.0,10.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,4.0,11.0,2.0,16.0
1864,15.0,2.0,8.0,2.0,9.0,3.0,0.0,3.0,5.0,2.0,2.0,3.0,3.0,11.0,2.0,16.0
1865,15.0,2.0,7.0,1.0,10.0,3.0,0.0,3.0,5.0,2.0,2.0,2.0,3.0,11.0,2.0,16.0
1866,15.0,2.0,7.0,1.0,11.0,2.0,0.0,3.0,5.0,2.0,2.0,3.0,3.0,11.0,2.0,16.0
1867,14.0,2.0,8.0,1.0,11.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,11.0,2.0,16.0
1868,14.0,2.0,7.0,1.0,12.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,11.0,2.0,16.0
1869,14.0,2.0,6.0,1.0,13.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,11.0,2.0,16.0
1870,14.0,2.0,6.0,2.0,13.0,0.0,1.0,3.0,5.0,1.0,2.0,5.0,3.0,11.0,2.0,17.0
1871,14.0,2.0,6.0,2.0,14.0,0.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,12.0,2.0,17.0
1872,14.0,2.0,6.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,2.0,3.0,3.0,12.0,2.0,17.0
1873,14.0,2.0,5.0,2.0,16.0,0.0,1.0,6.0,5.0,0.0,2.0,3.0,3.0,12.0,2.0,18.0
1874,14.0,2.0,5.0,2.0,16.0,0.0,1.0,6.0,4.0,0.0,2.0,3.0,3.0,12.0,2.0,18.0
1875,14.0,2.0,4.0,2.0,15.0,0.0,1.0,5.0,4.0,0.0,2.0,3.0,3.0,12.0,2.0,19.0
1876,15.0,1.0,4.0,2.0,16.0,0.0,1.0,5.0,4.0,1.0,2.0,3.0,3.0,13.0,2.0,18.0
1877,15.0,1.0,4.0,2.0,15.0,0.0,1.0,6.0,5.0,1.0,2.0,1.0,3.0,13.0,2.0,20.0
1878,16.0,2.0,3.0,2.0,15.0,0.0,2.0,6.0,6.0,1.0,2.0,2.0,3.0,13.0,2.0,20.0
1879,16.0,2.0,2.0,2.0,15.0,0.0,2.0,6.0,6.0,1.0,2.0,3.0,3.0,13.0,2.0,20.0
1880,16.0,2.0,2.0,2.0,15.0,0.0,2.0,6.0,6.0,1.0,2.0,3.0,3.0,13.0,2.0,20.0
1881,15.0,2.0,3.0,2.0,15.0,0.0,3.0,5.0,7.0,1.0,1.0,4.0,4.0,13.0,2.0,21.0
1882,15.0,2.0,2.0,2.0,14.0,0.0,3.0,5.0,7.0,1.0,1.0,4.0,4.0,13.0,2.0,21.0
1883,16.0,2.0,2.0,2.0,13.0,0.0,3.0,5.0,8.0,1.0,1.0,4.0,4.0,12.0,1.0,21.0
1884,17.0,2.0,3.0,2.0,13.0,0.0,3.0,5.0,9.0,1.0,1.0,4.0,4.0,12.0,0.0,21.0
1885,19.0,2.0,2.0,2.0,11.0,0.0,3.0,4.0,9.0,1.0,1.0,3.0,4.0,12.0,0.0,21.0
1886,19.0,2.0,3.0,2.0,11.0,0.0,3.0,4.0,9.0,1.0,0.0,3.0,3.0,12.0,0.0,21.0
1887,18.0,2.0,3.0,2.0,11.0,0.0,3.0,4.0,9.0,1.0,0.0,1.0,3.0,13.0,0.0,22.0
1888,18.0,1.0,3.0,2.0,12.0,0.0,3.0,5.0,9.0,0.0,1.0,0.0,3.0,13.0,0.0,23.0
1889,17.0,1.0,3.0,2.0,12.0,0.0,3.0,5.0,9.0,0.0,1.0,0.0,3.0,13.0,0.0,23.0
1890,17.0,1.0,3.0,2.0,11.0,1.0,6.0,4.0,9.0,0.0,1.0,1.0,3.0,13.0,0.0,22.0
1891,17.0,1.0,3.0,1.0,10.0,1.0,6.0,3.0,9.0,0.0,1.0,1.0,3.0,13.0,0.0,22.0
1892,18.0,1.0,3.0,1.0,10.0,1.0,6.0,3.0,9.0,0.0,1.0,1.0,3.0,13.0,0.0,21.0
1893,16.0,1.0,3.0,1.0,10.0,1.0,5.0,2.0,10.0,0.0,1.0,1.0,4.0,11.0,0.0,22.0
1894,17.0,1.0,4.0,1.0,11.0,1.0,5.0,2.0,10.0,0.0,1.0,2.0,4.0,12.0,0.0,22.0
1895,17.0,1.0,5.0,1.0,11.0,1.0,5.0,2.0,10.0,0.0,1.0,2.0,4.0,12.0,0.0,23.0
1896,16.0,2.0,5.0,0.0,11.0,1.0,5.0,3.0,9.0,0.0,1.0,2.0,4.0,14.0,0.0,23.0
1897,15.0,2.0,5.0,0.0,9.0,1.0,5.0,3.0,9.0,2.0,1.0,3.0,4.0,14.0,0.0,23.0
1898,15.0,2.0,5.0,0.0,9.0,1.0,3.0,3.0,9.0,2.0,2.0,2.0,3.0,15.0,0.0,22.0
1899,14.0,2.0,5.0,0.0,9.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,3.0,15.0,0.0,21.0
1900,14.0,2.0,5.0,0.0,9.0,1.0,3.0,5.0,9.0,2.0,2.0,3.0,3.0,15.0,0.0,21.0
1901,14.0,2.0,4.0,0.0,8.0,1.0,3.0,5.0,9.0,2.0,2.0,3.0,3.0,14.0,0.0,21.0
1902,14.0,2.0,4.0,0.0,8.0,1.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,16.0,0.0,20.0
1903,13.0,2.0,3.0,1.0,8.0,1.0,2.0,3.0,9.0,2.0,2.0,3.0,3.0,17.0,0.0,21.0
1904,15.0,1.0,4.0,1.0,8.0,1.0,1.0,3.0,9.0,2.0,2.0,3.0,4.0,17.0,0.0,21.0
1905,15.0,1.0,4.0,2.0,8.0,1.0,1.0,3.0,9.0,2.0,2.0,2.0,4.0,17.0,0.0,20.0
1906,16.0,1.0,3.0,2.0,8.0,1.0,2.0,3.0,11.0,1.0,2.0,1.0,4.0,17.0,0.0,21.0
1907,15.0,1.0,3.0,2.0,9.0,1.0,2.0,2.0,9.0,0.0,2.0,1.0,4.0,16.0,0.0,19.0
1908,15.0,1.0,3.0,2.0,10.0,1.0,2.0,3.0,8.0,0.0,2.0,1.0,4.0,16.0,0.0,20.0
1909,15.0,1.0,3.0,2.0,11.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,5.0,14.0,0.0,18.0
1910,16.0,2.0,2.0,2.0,10.0,1.0,1.0,3.0,9.0,0.0,1.0,0.0,4.0,14.0,0.0,19.0
1911,15.0,2.0,2.0,2.0,9.0,1.0,1.0,3.0,10.0,0.0,1.0,0.0,5.0,13.0,0.0,19.0
1912,14.0,3.0,2.0,1.0,10.0,0.0,1.0,3.0,10.0,0.0,1.0,1.0,6.0,13.0,0.0,19.0
1913,14.0,3.0,3.0,1.0,10.0,0.0,1.0,3.0,11.0,0.0,1.0,2.0,6.0,13.0,0.0,19.0
1914,14.0,3.0,3.0,1.0,10.0,0.0,1.0,3.0,12.0,0.0,1.0,3.0,6.0,14.0,0.0,18.0
1915,14.0,4.0,2.0,1.0,10.0,0.0,1.0,4.0,11.0,0.0,1.0,3.0,6.0,15.0,0.0,18.0
1916,14.0,4.0,2.0,1.0,10.0,0.0,1.0,4.0,10.0,0.0,0.0,4.0,6.0,14.0,0.0,18.0
1917,13.0,4.0,2.0,1.0,10.0,0.0,1.0,4.0,10.0,0.0,0.0,3.0,6.0,16.0,0.0,18.0
1918,11.0,4.0,2.0,1.0,9.0,0.0,1.0,4.0,9.0,0.0,0.0,2.0,6.0,16.0,0.0,18.0
1919,10.0,4.0,2.0,1.0,10.0,0.0,1.0,3.0,8.0,0.0,0.0,2.0,6.0,17.0,0.0,18.0
1920,10.0,4.0,2.0,1.0,10.0,1.0,0.0,3.0,8.0,0.0,0.0,3.0,6.0,17.0,0.0,19.0
1921,10.0,4.0,2.0,2.0,9.0,1.0,0.0,3.0,8.0,0.0,0.0,3.0,6.0,17.0,0.0,18.0
1922,11.0,4.0,2.0,2.0,8.0,1.0,0.0,4.0,8.0,0.0,0.0,2.0,6.0,17.0,0.0,20.0
1923,11.0,5.0,2.0,2.0,8.0,1.0,0.0,4.0,7.0,0.0,0.0,3.0,6.0,17.0,0.0,20.0
1924,10.0,5.0,2.0,2.0,9.0,1.0,1.0,4.0,6.0,0.0,0.0,3.0,6.0,18.0,0.0,20.0
1925,10.0,5.0,2.0,2.0,8.0,1.0,2.0,4.0,6.0,0.0,0.0,3.0,6.0,18.0,0.0,21.0
1926,10.0,4.0,2.0,2.0,8.0,1.0,2.0,4.0,6.0,0.0,0.0,3.0,6.0,19.0,0.0,22.0
1927,10.0,4.0,2.0,3.0,8.0,0.0,2.0,4.0,7.0,0.0,0.0,3.0,6.0,19.0,0.0,23.0
1928,10.0,4.0,2.0,3.0,8.0,1.0,2.0,3.0,7.0,0.0,0.0,5.0,6.0,19.0,0.0,23.0
1929,9.0,3.0,2.0,3.0,8.0,0.0,2.0,3.0,7.0,0.0,0.0,4.0,7.0,19.0,0.0,23.0
1930,9.0,3.0,1.0,3.0,8.0,0.0,2.0,3.0,8.0,0.0,0.0,5.0,7.0,20.0,0.0,22.0
1931,10.0,3.0,1.0,3.0,8.0,0.0,2.0,2.0,8.0,0.0,0.0,5.0,7.0,20.0,0.0,22.0
1932,9.0,2.0,1.0,3.0,9.0,0.0,1.0,1.0,8.0,0.0,0.0,5.0,6.0,20.0,0.0,23.0
1933,10.0,2.0,1.0,3.0,8.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0,5.0,20.0,0.0,23.0
1934,11.0,1.0,2.0,3.0,8.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0,4.0,20.0,0.0,22.0
1935,11.0,2.0,2.0,3.0,9.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,4.0,21.0,0.0,21.0
1936,12.0,2.0,2.0,3.0,11.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,3.0,21.0,0.0,20.0
1937,12.0,2.0,2.0,3.0,11.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,3.0,21.0,0.0,20.0
1938,12.0,2.0,3.0,3.0,12.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,3.0,21.0,0.0,20.0
1939,12.0,2.0,3.0,2.0,11.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,4.0,19.0,0.0,20.0
1940,12.0,2.0,3.0,2.0,11.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,4.0,19.0,0.0,21.0
1941,12.0,2.0,3.0,1.0,11.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,5.0,19.0,0.0,21.0
1942,10.0,2.0,3.0,1.0,11.0,1.0,0.0,1.0,11.0,0.0,0.0,3.0,6.0,19.0,0.0,19.0
1943,10.0,2.0,3.0,1.0,10.0,1.0,0.0,1.0,12.0,0.0,0.0,3.0,6.0,19.0,0.0,20.0
1944,10.0,2.0,4.0,1.0,10.0,1.0,0.0,1.0,13.0,0.0,0.0,3.0,5.0,18.0,0.0,20.0
1945,10.0,3.0,4.0,1.0,9.0,1.0,0.0,1.0,13.0,0.0,0.0,4.0,5.0,18.0,0.0,21.0
1946,9.0,3.0,4.0,1.0,7.0,1.0,1.0,0.0,13.0,0.0,0.0,3.0,4.0,19.0,0.0,21.0
1947,10.0,3.0,4.0,1.0,8.0,1.0,1.0,0.0,13.0,0.0,1.0,3.0,4.0,19.0,0.0,20.0
1948,10.0,2.0,4.0,1.0,8.0,1.0,1.0,0.0,12.0,0.0,1.0,3.0,5.0,19.0,0.0,20.0
1949,9.0,2.0,4.0,1.0,8.0,1.0,1.0,0.0,12.0,0.0,2.0,2.0,5.0,19.0,0.0,20.0
1950,9.0,2.0,4.0,2.0,8.0,0.0,1.0,0.0,13.0,0.0,2.0,2.0,5.0,19.0,0.0,20.0
1951,8.0,2.0,4.0,2.0,6.0,0.0,1.0,0.0,11.0,0.0,2.0,2.0,5.0,18.0,0.0,20.0
1952,8.0,2.0,3.0,3.0,7.0,0.0,1.0,0.0,11.0,0.0,2.0,2.0,5.0,18.0,0.0,19.0
1953,8.0,2.0,3.0,3.0,8.0,0.0,1.0,0.0,8.0,0.0,2.0,1.0,5.0,18.0,0.0,18.0
1954,8.0,2.0,3.0,3.0,8.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,5.0,17.0,0.0,19.0
1955,8.0,2.0,2.0,3.0,8.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,5.0,17.0,0.0,19.0
1956,8.0,2.0,3.0,3.0,9.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,5.0,17.0,1.0,18.0
1957,8.0,2.0,3.0,3.0,9.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,4.0,18.0,1.0,19.0
1958,8.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,4.0,19.0,1.0,19.0
1959,10.0,2.0,3.0,3.0,9.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,4.0,20.0,1.0,19.0
1960,10.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,7.0,0.0,3.0,4.0,4.0,20.0,1.0,19.0
1961,10.0,3.0,3.0,4.0,10.0,0.0,0.0,0.0,7.0,0.0,3.0,4.0,4.0,20.0,1.0,19.0
1962,12.0,3.0,3.0,4.0,11.0,0.0,0.0,1.0,7.0,0.0,3.0,4.0,4.0,20.0,1.0,19.0
1963,12.0,3.0,3.0,4.0,11.0,1.0,0.0,1.0,7.0,0.0,3.0,4.0,4.0,19.0,1.0,20.0
1964,3.0,25.0,0.0,12.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1965,4.0,24.0,0.0,12.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1966,3.0,23.0,0.0,12.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1967,2.0,21.0,0.0,11.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1968,4.0,20.0,0.0,12.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1969,5.0,16.0,0.0,12.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1970,6.0,15.0,0.0,12.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1971,7.0,14.0,0.0,12.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1972,7.0,13.0,0.0,12.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
1973,8.0,11.0,0.0,12.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,9.0
1974,9.0,11.0,0.0,12.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,9.0
1975,9.0,9.0,0.0,12.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,9.0
1976,9.0,8.0,0.0,12.0,10.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,11.0,0.0,9.0
1977,10.0,10.0,0.0,11.0,11.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,11.0,0.0,9.0
1978,10.0,11.0,0.0,10.0,11.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,9.0
1979,11.0,11.0,0.0,8.0,13.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,9.0
1980,12.0,11.0,0.0,8.0,14.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,9.0
1981,15.0,12.0,0.0,8.0,16.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,9.0
1982,17.0,12.0,0.0,6.0,16.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,9.0
1983,16.0,12.0,0.0,5.0,17.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,10.0
1984,17.0,12.0,0.0,4.0,17.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,10.0
1985,18.0,12.0,0.0,4.0,18.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,11.0,0.0,10.0
1986,19.0,12.0,0.0,4.0,19.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1987,20.0,12.0,0.0,4.0,20.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1988,22.0,12.0,0.0,4.0,21.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
1989,23.0,12.0,0.0,3.0,21.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1990,23.0,11.0,0.0,2.0,22.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1991,23.0,11.0,0.0,2.0,22.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1992,23.0,11.0,0.0,2.0,22.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1993,24.0,11.0,0.0,1.0,21.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1994,24.0,11.0,0.0,1.0,21.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1995,23.0,11.0,0.0,0.0,22.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1996,25.0,11.0,0.0,0.0,22.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1997,25.0,11.0,0.0,0.0,22.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1998,22.0,11.0,0.0,0.0,22.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
1999,23.0,11.0,0.0,0.0,22.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2000,24.0,10.0,0.0,0.0,23.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2001,24.0,10.0,0.0,0.0,24.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2002,24.0,7.0,0.0,0.0,26.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2003,23.0,7.0,0.0,0.0,25.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2004,22.0,4.0,0.0,0.0,22.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2005,22.0,4.0,0.0,0.0,21.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2006,20.0,4.0,0.0,0.0,18.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2007,21.0,4.0,0.0,0.0,16.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2008,20.0,1.0,0.0,0.0,16.0,3.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2009,21.0,1.0,0.0,0.0,16.0,4.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2010,20.0,1.0,0.0,0.0,17.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
2011,21.0,1.0,0.0,0.0,17.0,3.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
